,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,G,PG,PG-13,R,gross
2046,196.0,98.0,88.0,706.0,12000.0,14699,1.0,157.0,24000000.0,2010.0,854.0,6.5,0,0,0,1,23225911.0
321,66.0,95.0,31.0,683.0,3000.0,6161,1.0,164.0,100000000.0,2002.0,695.0,3.8,0,0,1,0,4411102.0
2142,85.0,104.0,52.0,484.0,711.0,3162,1.0,253.0,21000000.0,1999.0,490.0,4.6,0,0,0,1,17757087.0
1856,265.0,110.0,160.0,427.0,771.0,2356,1.0,190.0,26000000.0,2012.0,570.0,6.4,0,0,0,1,16005978.0
4556,38.0,104.0,122.0,458.0,22000.0,23461,1.0,86.0,1000000.0,1998.0,472.0,6.7,0,0,0,1,3386698.0
1345,279.0,120.0,508.0,1000.0,21000.0,36062,1.0,260.0,38000000.0,2011.0,11000.0,6.9,0,0,1,0,58700247.0
887,76.0,95.0,906.0,287.0,956.0,2260,0.0,229.0,57000000.0,2004.0,579.0,4.2,0,1,0,0,6768055.0
2144,217.0,98.0,0.0,374.0,925.0,1997,2.0,115.0,17000000.0,2009.0,472.0,7.1,0,0,0,1,9430988.0
2207,233.0,98.0,406.0,406.0,860.0,2609,5.0,700.0,30000000.0,2004.0,523.0,7.2,0,0,0,1,32774834.0
679,230.0,111.0,545.0,805.0,26000.0,28643,4.0,211.0,45000000.0,2008.0,872.0,6.4,0,0,0,1,36064910.0
2582,230.0,120.0,115.0,310.0,10000.0,11019,3.0,70.0,16000000.0,2013.0,316.0,6.6,0,0,0,1,1984743.0
919,140.0,118.0,869.0,21.0,134.0,209,1.0,549.0,52000000.0,1999.0,27.0,7.4,0,0,0,1,34580635.0
2781,331.0,105.0,58.0,583.0,11000.0,12894,1.0,350.0,13000000.0,2011.0,1000.0,6.4,0,0,1,0,29959436.0
3619,64.0,97.0,39.0,286.0,1000.0,2103,4.0,160.0,36998505.3,1998.0,497.0,7.0,0,0,0,1,4595000.0
1460,164.0,102.0,0.0,769.0,939.0,3592,5.0,358.0,35000000.0,2004.0,854.0,6.2,0,0,1,0,25266129.0
3095,96.0,95.0,7.0,1000.0,23000.0,28734,2.0,389.0,10000000.0,1999.0,1000.0,5.8,0,0,1,0,63319509.0
1076,140.0,109.0,80.0,213.0,545.0,1574,1.0,370.0,45000000.0,2000.0,337.0,6.2,0,0,1,0,106807667.0
419,190.0,97.0,6.0,561.0,1000.0,2707,1.0,78.0,100000000.0,2011.0,579.0,7.1,0,1,0,0,46440491.0
1492,233.0,109.0,453.0,120.0,1000.0,1458,3.0,212.0,35000000.0,2014.0,206.0,5.7,0,0,0,1,10499968.0
571,164.0,122.0,285.0,989.0,8000.0,12410,5.0,437.0,73000000.0,2006.0,1000.0,6.6,0,0,1,0,148213377.0
3284,29.0,123.0,473.0,685.0,890.0,3661,4.0,70.0,9000000.0,1996.0,851.0,6.8,0,0,0,1,36049108.0
1398,78.0,105.0,25.0,51.0,461.0,615,0.0,45.0,36000000.0,2015.0,79.0,7.2,0,0,1,0,2126511.0
1628,121.0,85.0,7.0,691.0,14000.0,18795,0.0,64.0,42000000.0,2014.0,3000.0,5.8,0,1,0,0,64238770.0
834,125.0,95.0,163.0,650.0,14000.0,16884,0.0,225.0,56000000.0,2005.0,799.0,5.5,0,1,0,0,113006880.0
3096,323.0,109.0,304.0,736.0,939.0,3276,0.0,275.0,10000000.0,2009.0,906.0,7.3,0,0,0,1,47536959.0
1045,150.0,114.0,737.0,393.0,2000.0,3743,1.0,560.0,48000000.0,1999.0,490.0,7.1,0,0,0,1,60652036.0
488,132.0,106.0,13000.0,733.0,20000.0,22590,3.0,405.0,70000000.0,1996.0,770.0,6.3,0,0,1,0,37754208.0
1839,92.0,121.0,72.0,343.0,1000.0,2747,1.0,345.0,26000000.0,1998.0,794.0,7.0,0,0,1,0,65703412.0
1405,122.0,88.0,0.0,640.0,2000.0,4499,0.0,205.0,35000000.0,2001.0,843.0,5.4,0,1,0,0,112692062.0
2248,60.0,114.0,160.0,271.0,1000.0,1816,2.0,219.0,30000000.0,1998.0,367.0,6.9,0,1,0,0,18252684.0
681,134.0,135.0,138.0,184.0,324.0,1013,1.0,265.0,65000000.0,2000.0,192.0,6.2,0,0,0,1,32598931.0
2675,135.0,117.0,19.0,461.0,3000.0,4204,4.0,114.0,15000000.0,2010.0,646.0,6.3,0,0,1,0,20218921.0
4541,137.0,90.0,65.0,683.0,1000.0,3155,0.0,220.0,1000000.0,2005.0,989.0,5.9,0,0,1,0,10042266.0
1677,242.0,118.0,301.0,897.0,2000.0,5697,0.0,201.0,30000000.0,2014.0,1000.0,6.2,0,0,0,1,30523568.0
2972,53.0,93.0,32.0,503.0,529.0,2393,3.0,105.0,12000000.0,2002.0,526.0,5.4,0,0,0,1,10198766.0
2716,242.0,106.0,835.0,363.0,13000.0,14544,1.0,102.0,15000000.0,2012.0,826.0,6.6,0,0,0,1,7556708.0
2296,72.0,83.0,10.0,69.0,688.0,1019,2.0,76.0,33000000.0,2005.0,99.0,5.5,0,0,1,0,8326035.0
952,196.0,128.0,62.0,874.0,6000.0,10163,0.0,560.0,55784951.6,2005.0,989.0,5.4,0,0,1,0,75888270.0
1280,190.0,99.0,81.0,135.0,327.0,960,0.0,178.0,40000000.0,2007.0,253.0,5.7,0,0,0,1,25117498.0
3999,127.0,105.0,386.0,248.0,3000.0,4238,2.0,229.0,3500000.0,1998.0,258.0,7.5,0,0,0,1,6390032.0
3149,91.0,110.0,164.0,45.0,258.0,571,2.0,131.0,30000000.0,1999.0,218.0,6.0,0,0,0,1,15156200.0
155,432.0,133.0,663.0,690.0,10000.0,21768,3.0,512.0,145000000.0,2011.0,10000.0,7.4,0,0,1,0,209364921.0
914,238.0,108.0,58.0,838.0,14000.0,26002,1.0,611.0,52000000.0,2008.0,11000.0,6.3,0,0,1,0,143704210.0
2276,36.0,123.0,6.0,85.0,541.0,908,0.0,177.0,20000000.0,2006.0,249.0,6.3,0,1,0,0,13391174.0
1939,62.0,117.0,101.0,743.0,13000.0,16937,2.0,185.0,27000000.0,1996.0,852.0,6.9,0,0,1,0,24944213.0
485,121.0,113.0,25.0,129.0,49000.0,49631,1.0,619.0,85000000.0,1998.0,448.0,7.0,0,0,1,0,55350897.0
1332,187.0,106.0,357.0,4000.0,23000.0,45327,2.0,988.0,38000000.0,2001.0,14000.0,6.7,0,0,1,0,144512310.0
3570,84.0,97.0,15.0,874.0,18000.0,21107,2.0,135.0,6500000.0,2004.0,986.0,6.8,0,0,0,1,1029017.0
2340,138.0,107.0,14.0,311.0,403.0,1577,1.0,75.0,20000000.0,2010.0,368.0,5.1,0,0,1,0,1183354.0
960,525.0,132.0,160.0,443.0,20000.0,22417,1.0,2042.0,54000000.0,2005.0,979.0,8.2,0,0,0,1,70496802.0
3908,230.0,119.0,13000.0,567.0,1000.0,2776,0.0,1368.0,100000000.0,2001.0,658.0,5.7,0,0,1,0,180011740.0
1439,193.0,104.0,1000.0,939.0,24000.0,41701,1.0,400.0,35000000.0,2004.0,15000.0,6.2,0,0,0,1,39692139.0
2634,154.0,104.0,0.0,1000.0,4000.0,12170,1.0,502.0,15000000.0,1998.0,4000.0,6.4,0,0,0,1,40064955.0
3010,165.0,94.0,12.0,183.0,17000.0,17883,0.0,214.0,135000000.0,2015.0,523.0,6.7,0,1,0,0,177343675.0
1031,82.0,87.0,0.0,591.0,2000.0,3954,0.0,91.0,50000000.0,2000.0,602.0,5.6,0,0,0,1,6291602.0
170,166.0,106.0,6.0,422.0,12000.0,15015,1.0,788.0,137000000.0,2001.0,2000.0,6.4,0,0,1,0,32131830.0
1890,139.0,105.0,99.0,433.0,3000.0,5740,5.0,107.0,25000000.0,2012.0,448.0,6.1,0,1,0,0,77264926.0
590,245.0,101.0,420.0,467.0,12000.0,16235,0.0,269.0,100000000.0,2014.0,3000.0,6.0,0,0,1,0,72660029.0
1776,177.0,135.0,456.0,241.0,422.0,1083,2.0,1058.0,28000000.0,2005.0,286.0,7.8,0,1,0,0,38372662.0
752,328.0,92.0,28.0,586.0,10000.0,13597,0.0,176.0,60000000.0,2012.0,884.0,7.0,0,1,0,0,55994557.0
3394,11.0,89.0,15.0,660.0,883.0,3291,2.0,34.0,8000000.0,1999.0,826.0,5.1,0,0,1,0,4692814.0
147,220.0,196.0,249.0,844.0,11000.0,17944,2.0,1694.0,175000000.0,2004.0,5000.0,7.2,0,0,0,1,133228348.0
2277,149.0,101.0,176.0,83.0,3000.0,3431,2.0,199.0,30000000.0,2002.0,268.0,7.1,0,0,0,1,12987647.0
407,236.0,104.0,420.0,535.0,2000.0,3768,5.0,194.0,75000000.0,2011.0,906.0,6.2,0,0,1,0,78009155.0
2690,230.0,111.0,0.0,727.0,796.0,2633,1.0,118.0,15000000.0,2009.0,787.0,6.9,0,0,1,0,13034417.0
184,266.0,92.0,54.0,562.0,11000.0,12754,0.0,360.0,130000000.0,2008.0,967.0,7.6,0,1,0,0,215395021.0
1204,252.0,123.0,0.0,923.0,11000.0,13321,2.0,277.0,40000000.0,2009.0,935.0,7.0,0,0,1,0,94125426.0
1216,109.0,114.0,101.0,398.0,700.0,2842,2.0,426.0,40000000.0,2001.0,655.0,5.9,0,0,1,0,70836296.0
1117,39.0,91.0,29.0,322.0,2000.0,3855,1.0,80.0,45000000.0,1996.0,461.0,5.3,0,0,0,1,20400913.0
3439,252.0,94.0,0.0,658.0,1000.0,4707,0.0,384.0,10000000.0,2007.0,683.0,5.4,0,0,0,1,17544812.0
368,146.0,95.0,21.0,503.0,12000.0,15237,0.0,289.0,120000000.0,2001.0,802.0,6.8,0,1,0,0,84037039.0
393,175.0,140.0,378.0,599.0,12000.0,13808,0.0,455.0,87000000.0,2003.0,947.0,7.3,0,0,1,0,120147445.0
545,298.0,163.0,14000.0,412.0,745.0,2529,0.0,824.0,70000000.0,2005.0,486.0,7.6,0,0,0,1,47379090.0
4072,114.0,100.0,1000.0,220.0,989.0,2165,0.0,72.0,3000000.0,2005.0,744.0,7.2,0,0,0,1,11694528.0
4689,49.0,86.0,30.0,14.0,262.0,321,0.0,46.0,55784951.6,2005.0,23.0,7.1,0,0,1,0,3278611.0
1448,193.0,150.0,2000.0,95.0,396.0,1075,0.0,761.0,35000000.0,2002.0,338.0,8.5,0,0,0,1,32519322.0
298,141.0,78.0,10.0,253.0,558.0,2039,1.0,297.0,100000000.0,2000.0,452.0,7.3,1,0,0,0,89296573.0
542,241.0,130.0,386.0,525.0,912.0,2856,0.0,503.0,70000000.0,2006.0,549.0,6.5,0,0,1,0,103338338.0
2368,97.0,95.0,189.0,306.0,500.0,2020,2.0,205.0,18000000.0,2003.0,308.0,5.4,0,0,1,0,56127162.0
4141,343.0,105.0,0.0,502.0,2000.0,4671,1.0,323.0,95000000.0,2015.0,520.0,7.0,0,1,0,0,201148159.0
1215,215.0,105.0,29.0,257.0,24000.0,28928,2.0,215.0,40000000.0,2009.0,4000.0,7.1,0,0,0,1,71347010.0
231,492.0,117.0,294.0,1000.0,10000.0,14161,0.0,630.0,100000000.0,2014.0,2000.0,6.2,0,0,1,0,58607007.0
2175,64.0,118.0,30.0,284.0,962.0,2390,0.0,185.0,20000000.0,2002.0,593.0,5.7,0,0,1,0,56398162.0
3343,222.0,119.0,319.0,179.0,2000.0,3279,0.0,110.0,8500000.0,2009.0,552.0,7.0,0,1,0,0,4440055.0
2128,27.0,101.0,88.0,812.0,957.0,4629,3.0,71.0,21500000.0,1996.0,821.0,6.5,0,0,1,0,22294341.0
691,339.0,102.0,436.0,6000.0,23000.0,49433,3.0,239.0,65000000.0,2014.0,13000.0,6.5,0,0,0,1,13750556.0
2830,157.0,125.0,448.0,93.0,273.0,529,1.0,140.0,10000000.0,2004.0,114.0,8.1,0,0,1,0,2086345.0
3622,35.0,96.0,3.0,353.0,4000.0,5668,1.0,190.0,6000000.0,1999.0,812.0,5.3,0,0,1,0,4394936.0
4282,85.0,150.0,0.0,401.0,597.0,1645,0.0,224.0,18000000.0,1996.0,591.0,7.8,0,0,1,0,4414535.0
1763,136.0,91.0,446.0,660.0,1000.0,3969,0.0,714.0,30000000.0,2003.0,872.0,7.3,0,0,0,1,51475962.0
421,135.0,108.0,99.0,172.0,672.0,1460,1.0,339.0,85000000.0,2002.0,174.0,5.5,0,0,0,1,40048332.0
2151,196.0,115.0,0.0,716.0,1000.0,2990,0.0,527.0,31000000.0,1999.0,900.0,6.8,0,0,0,1,2840417.0
4170,269.0,82.0,84.0,46.0,88.0,205,1.0,123.0,55784951.6,2013.0,64.0,7.4,0,0,1,0,3826455.0
2458,186.0,116.0,6.0,212.0,25000.0,39463,2.0,119.0,18000000.0,2013.0,14000.0,7.1,0,0,0,1,4435083.0
2230,94.0,109.0,15.0,350.0,3000.0,4257,3.0,44.0,20000000.0,2011.0,775.0,5.8,0,1,0,0,23179303.0
99,645.0,182.0,0.0,773.0,5000.0,9152,1.4359907376778036,1367.0,180000000.0,2012.0,972.0,7.9,0,0,1,0,303001229.0
36,366.0,150.0,0.0,464.0,894.0,3218,0.0,1439.0,200000000.0,2009.0,581.0,6.0,0,0,1,0,402076689.0
3381,121.0,97.0,3.0,631.0,24000.0,25792,1.0,78.0,8000000.0,2009.0,827.0,5.6,0,1,0,0,16699684.0
626,197.0,106.0,14.0,582.0,11000.0,12871,2.0,618.0,70000000.0,2004.0,1000.0,6.1,0,1,0,0,37760080.0
3081,81.0,97.0,21.0,499.0,17000.0,20312,0.0,74.0,10000000.0,2007.0,1000.0,6.5,0,0,1,0,11043445.0
1981,143.0,112.0,108.0,2000.0,23000.0,43560,2.0,99.0,25000000.0,2008.0,17000.0,6.5,0,0,0,1,10911750.0
1871,309.0,93.0,180.0,485.0,14000.0,16461,0.0,974.0,25000000.0,2008.0,816.0,7.9,0,0,1,0,145000989.0
376,180.0,119.0,719.0,423.0,833.0,2356,0.0,628.0,95000000.0,2000.0,624.0,5.7,0,0,0,1,73209340.0
237,284.0,142.0,0.0,4000.0,20000.0,42990,3.0,3516.0,115000000.0,2002.0,16000.0,6.7,0,1,0,0,310675583.0
217,183.0,125.0,541.0,409.0,920.0,2699,3.0,1018.0,125000000.0,1997.0,890.0,3.7,0,0,1,0,107285004.0
956,419.0,133.0,152.0,11000.0,22000.0,53094,1.0,312.0,50000000.0,2011.0,18000.0,7.6,0,0,1,0,75605492.0
1627,487.0,94.0,11000.0,183.0,617.0,1289,1.0,509.0,17000000.0,2011.0,204.0,7.7,0,0,1,0,56816662.0
1111,105.0,88.0,8.0,8000.0,12000.0,33822,1.0,70.0,50000000.0,2006.0,11000.0,5.9,0,1,0,0,28133159.0
825,144.0,125.0,143.0,519.0,1000.0,4416,0.0,273.0,58000000.0,2012.0,664.0,5.9,0,0,1,0,49875589.0
1134,24.0,103.0,170.0,269.0,849.0,2457,2.0,41.0,45000000.0,1997.0,623.0,4.9,0,0,0,1,2154540.0
2782,38.0,82.0,12.0,8.0,23.0,49,0.0,78.0,14000000.0,2002.0,12.0,6.6,1,0,0,0,25571351.0
230,207.0,134.0,123.0,567.0,14000.0,17159,0.0,666.0,105000000.0,2004.0,850.0,6.7,0,0,1,0,57637485.0
496,101.0,91.0,287.0,695.0,3000.0,5593,4.0,160.0,80000000.0,2003.0,739.0,5.7,0,1,0,0,20950820.0
2940,172.0,92.0,0.0,451.0,17000.0,18765,1.0,156.0,12000000.0,2008.0,527.0,5.4,0,0,1,0,31397498.0
4559,348.0,102.0,46.0,287.0,321.0,1263,0.0,186.0,36998505.3,2011.0,300.0,6.9,0,0,0,1,2981638.0
651,193.0,103.0,77.0,835.0,1000.0,5437,0.0,467.0,59000000.0,2002.0,939.0,7.6,0,1,0,0,176387405.0
2089,180.0,122.0,529.0,171.0,820.0,1484,3.0,185.0,22000000.0,2014.0,201.0,7.3,0,1,0,0,54235441.0
2549,24.0,111.0,19.0,107.0,241.0,824,0.0,30.0,18500000.0,2016.0,118.0,5.4,0,0,1,0,6462576.0
3981,349.0,113.0,174.0,767.0,14000.0,17151,3.0,332.0,30000000.0,2011.0,902.0,6.9,0,0,1,0,61094903.0
3627,129.0,99.0,53.0,491.0,4000.0,8297,0.0,190.0,6000000.0,2003.0,3000.0,7.2,0,0,1,0,2207975.0
581,208.0,106.0,0.0,242.0,710.0,1675,0.0,2335.0,72000000.0,2002.0,529.0,6.7,0,0,1,0,227965690.0
1934,33.0,93.0,14.0,199.0,1000.0,2176,1.0,261.0,25000000.0,1997.0,401.0,3.3,0,1,0,0,29247405.0
640,178.0,117.0,44.0,531.0,788.0,3524,0.0,113.0,55784951.6,2016.0,562.0,6.8,0,0,1,0,27550735.0
2956,66.0,104.0,20.0,717.0,836.0,3963,3.0,150.0,12000000.0,2006.0,826.0,5.3,0,1,0,0,18595716.0
1921,66.0,105.0,29.0,742.0,14000.0,16400,1.0,194.0,20000000.0,2003.0,1000.0,5.8,0,1,0,0,35990505.0
2632,238.0,112.0,29.0,874.0,12000.0,15800,1.0,122.0,15000000.0,2013.0,1000.0,6.5,0,0,1,0,42919096.0
2400,142.0,103.0,15.0,172.0,723.0,1615,0.0,475.0,17000000.0,2005.0,552.0,6.3,0,0,1,0,6061759.0
2689,221.0,107.0,92.0,358.0,11000.0,17627,0.0,181.0,15000000.0,2011.0,5000.0,7.0,0,0,1,0,13766014.0
3906,548.0,165.0,0.0,127.0,230.0,673,0.0,836.0,4000000.0,2014.0,193.0,8.0,0,0,0,1,25359200.0
4418,97.0,104.0,38.0,690.0,801.0,2667,7.0,79.0,1500000.0,2013.0,727.0,5.8,0,0,0,1,3447339.0
2451,160.0,126.0,44.0,9.0,627.0,653,0.0,165.0,20000000.0,2007.0,12.0,7.3,0,0,0,1,5701643.0
1788,125.0,107.0,234.0,660.0,1000.0,3944,2.0,50.0,28000000.0,2015.0,962.0,6.1,0,0,0,1,6998324.0
2641,419.0,123.0,120.0,149.0,13000.0,14100,0.0,388.0,15000000.0,2014.0,876.0,7.7,0,0,1,0,35887263.0
2818,87.0,90.0,0.0,767.0,1000.0,4377,0.0,104.0,14000000.0,2010.0,872.0,7.7,0,1,0,0,1752214.0
1591,126.0,106.0,12.0,946.0,11000.0,17560,2.0,64.0,31000000.0,2010.0,3000.0,6.5,0,1,0,0,11854694.0
1186,224.0,108.0,98.0,723.0,16000.0,18656,1.0,273.0,40000000.0,2009.0,896.0,6.7,0,0,1,0,163947053.0
1358,37.0,129.0,0.0,982.0,12000.0,16237,4.0,89.0,38000000.0,1996.0,1000.0,6.6,0,0,1,0,10300000.0
470,406.0,134.0,452.0,697.0,11000.0,20411,4.0,701.0,68000000.0,2014.0,8000.0,7.6,0,0,0,1,85707116.0
3445,35.0,97.0,18.0,742.0,834.0,4091,2.0,20.0,7500000.0,2008.0,749.0,3.1,0,0,1,0,4131640.0
2548,196.0,83.0,473.0,597.0,20000.0,26402,0.0,366.0,16000000.0,2006.0,4000.0,5.9,0,0,0,1,39511038.0
106,218.0,113.0,33.0,11000.0,40000.0,80806,1.0,131.0,170000000.0,2016.0,25000.0,6.4,0,1,0,0,76846624.0
1928,94.0,97.0,27.0,522.0,601.0,2730,0.0,144.0,25000000.0,2004.0,543.0,4.6,0,0,1,0,31526393.0
1598,108.0,111.0,0.0,529.0,11000.0,13645,2.0,301.0,37000000.0,2001.0,995.0,6.2,1,0,0,0,108244774.0
172,197.0,128.0,150.0,244.0,766.0,2037,2.0,683.0,135000000.0,1999.0,536.0,6.4,0,0,1,0,126930660.0
1468,219.0,123.0,15.0,745.0,10000.0,13371,0.0,138.0,35000000.0,2015.0,979.0,7.1,0,0,1,0,34531832.0
807,181.0,107.0,192.0,280.0,40000.0,42683,2.0,188.0,60000000.0,2015.0,2000.0,5.5,0,0,0,1,7605668.0
1585,223.0,113.0,252.0,90.0,539.0,813,0.0,1017.0,45000000.0,2002.0,151.0,7.2,0,0,1,0,170684505.0
1478,224.0,118.0,138.0,458.0,26000.0,28479,0.0,141.0,35000000.0,2013.0,968.0,6.2,0,0,0,1,17609982.0
2182,99.0,85.0,64.0,729.0,3000.0,6539,0.0,613.0,20000000.0,2006.0,869.0,2.7,0,0,1,0,48546578.0
384,240.0,96.0,107.0,350.0,11000.0,12071,0.0,186.0,90000000.0,2011.0,560.0,7.0,1,0,0,0,143618384.0
1487,44.0,94.0,10.0,141.0,694.0,1668,2.0,162.0,35000000.0,2001.0,605.0,6.0,0,0,1,0,13264986.0
789,77.0,86.0,25.0,265.0,13000.0,14918,0.0,74.0,53575683.2,2006.0,1000.0,5.0,0,1,0,0,28424210.0
2233,84.0,90.0,0.0,518.0,681.0,2486,0.0,84.0,20000000.0,2010.0,611.0,5.3,0,1,0,0,25077977.0
2796,97.0,94.0,0.0,458.0,12000.0,13446,3.0,55.0,36998505.3,2007.0,490.0,5.5,0,0,0,1,12550242.0
2398,91.0,88.0,31.0,489.0,1000.0,2604,1.0,202.0,17000000.0,1999.0,489.0,5.7,0,0,0,1,65535067.0
3554,271.0,99.0,40.0,300.0,1000.0,2323,0.0,291.0,6500000.0,2014.0,421.0,5.4,0,0,0,1,84263837.0
884,44.0,100.0,0.0,745.0,995.0,3952,0.0,84.0,71000000.0,1997.0,879.0,4.7,0,0,0,1,11466088.0
212,382.0,129.0,0.0,154.0,21000.0,22403,2.0,412.0,125000000.0,2011.0,979.0,7.5,0,0,1,0,186830669.0
2137,539.0,122.0,737.0,14000.0,34000.0,72115,0.0,692.0,21000000.0,2012.0,22000.0,7.8,0,0,0,1,132088910.0
2285,137.0,103.0,350.0,99.0,5000.0,5637,1.0,180.0,20000000.0,2005.0,378.0,7.1,0,0,0,1,11034436.0
1718,41.0,80.0,9.0,826.0,17000.0,21519,1.0,38.0,55784951.6,2005.0,2000.0,4.0,0,0,1,0,3101301.0
3060,169.0,125.0,608.0,579.0,979.0,3133,1.0,165.0,11000000.0,2004.0,594.0,7.7,0,0,0,1,3753806.0
277,228.0,97.0,63.0,525.0,852.0,2480,0.0,214.0,105000000.0,2009.0,578.0,7.1,1,0,0,0,104374107.0
1669,85.0,111.0,57.0,438.0,1000.0,3239,1.0,154.0,53575683.2,2004.0,530.0,5.9,0,1,0,0,28165882.0
1493,112.0,102.0,241.0,127.0,13000.0,14165,1.0,204.0,38000000.0,2003.0,891.0,5.1,0,0,0,1,7659747.0
442,166.0,83.0,12.0,925.0,13000.0,22813,1.0,250.0,80000000.0,2006.0,7000.0,6.8,0,1,0,0,155019340.0
1943,112.0,107.0,13.0,165.0,618.0,1095,3.0,161.0,30000000.0,2005.0,172.0,6.6,0,0,1,0,21835784.0
716,249.0,119.0,218.0,73.0,13000.0,13249,1.0,849.0,60000000.0,2002.0,147.0,7.9,0,0,1,0,121468960.0
4485,287.0,103.0,0.0,651.0,2000.0,5161,0.0,1509.0,1200000.0,2004.0,878.0,7.7,0,0,0,1,55153403.0
1985,20.0,105.0,121.0,354.0,3000.0,5023,3.0,50.0,25000000.0,1996.0,624.0,6.2,0,0,1,0,10070000.0
3918,143.0,110.0,675.0,968.0,16000.0,19928,2.0,425.0,4000000.0,2002.0,977.0,6.7,0,0,0,1,6525762.0
2914,86.0,148.0,16.0,489.0,717.0,1730,2.0,224.0,12800000.0,2004.0,517.0,8.1,0,0,0,1,1110186.0
4101,152.0,94.0,151.0,29.0,113.0,278,1.0,177.0,3000000.0,2005.0,64.0,7.3,0,0,0,1,2912363.0
440,383.0,102.0,480.0,461.0,14000.0,16143,0.0,402.0,80000000.0,2011.0,670.0,6.5,0,0,0,1,254455986.0
4265,180.0,101.0,30.0,92.0,14000.0,14412,0.0,226.0,36998505.3,2003.0,119.0,7.5,0,0,0,1,6003587.0
1312,53.0,93.0,18.0,443.0,3000.0,4123,0.0,82.0,40000000.0,2002.0,545.0,4.5,0,0,1,0,4835968.0
1900,408.0,117.0,248.0,726.0,14000.0,16606,1.0,755.0,25000000.0,2011.0,798.0,6.8,0,0,0,1,51533608.0
3430,160.0,102.0,341.0,15.0,844.0,1389,0.0,288.0,36998505.3,2003.0,521.0,6.8,0,0,0,1,10105505.0
216,436.0,135.0,209.0,602.0,10000.0,12175,0.0,504.0,125000000.0,2012.0,826.0,6.7,0,0,1,0,113165635.0
620,151.0,98.0,323.0,390.0,1000.0,2763,3.0,289.0,70000000.0,2002.0,841.0,3.0,0,0,0,1,18990542.0
3883,232.0,104.0,335.0,16.0,114.0,206,0.0,310.0,4200000.0,2004.0,28.0,6.5,0,0,0,1,1487477.0
1637,73.0,102.0,7.0,521.0,984.0,2910,0.0,86.0,53575683.2,2005.0,934.0,5.2,0,1,0,0,49186871.0
1088,398.0,103.0,33.0,84.0,970.0,1336,3.0,252.0,45000000.0,2011.0,91.0,7.1,0,1,0,0,88625922.0
4259,215.0,137.0,207.0,155.0,380.0,927,3.0,407.0,2000000.0,2006.0,284.0,8.5,0,0,0,1,11284657.0
3491,180.0,103.0,44.0,190.0,637.0,1342,3.0,89.0,7000000.0,2015.0,256.0,7.3,0,0,0,1,17474107.0
723,105.0,87.0,6.0,405.0,3000.0,4171,0.0,235.0,60000000.0,2001.0,664.0,5.2,0,1,0,0,93375151.0
908,250.0,189.0,0.0,1000.0,16000.0,22186,0.0,532.0,53000000.0,2007.0,3000.0,7.6,0,0,0,1,25031037.0
354,316.0,98.0,12000.0,1000.0,18000.0,25780,1.0,326.0,100000000.0,2010.0,3000.0,6.8,0,0,1,0,81557479.0
501,202.0,106.0,42.0,612.0,14000.0,16922,0.0,117.0,90000000.0,2015.0,788.0,6.0,0,0,1,0,27356090.0
379,157.0,117.0,101.0,3000.0,18000.0,33154,1.0,316.0,95000000.0,2003.0,11000.0,5.5,0,0,1,0,65653758.0
939,330.0,112.0,97.0,584.0,17000.0,19428,2.0,322.0,50000000.0,2014.0,920.0,7.1,0,0,0,1,191616238.0
2984,30.0,108.0,0.0,599.0,873.0,4497,3.0,33.0,12000000.0,1996.0,680.0,5.0,0,0,0,1,4903000.0
224,276.0,123.0,160.0,402.0,12000.0,14017,1.0,681.0,110000000.0,2007.0,701.0,5.2,0,0,1,0,115802596.0
3913,125.0,81.0,5.0,710.0,49000.0,50831,0.0,156.0,4000000.0,2006.0,780.0,5.9,0,0,0,1,7825820.0
2489,129.0,104.0,42.0,613.0,839.0,3627,1.0,147.0,17000000.0,2014.0,756.0,6.5,0,0,0,1,82389560.0
1236,283.0,139.0,0.0,19.0,708.0,848,0.0,1043.0,40000000.0,2006.0,78.0,7.8,0,0,0,1,50859889.0
1680,232.0,131.0,89.0,372.0,2000.0,3479,2.0,141.0,30000000.0,2012.0,401.0,6.2,0,0,0,1,28644770.0
3178,94.0,130.0,63.0,2.0,24.0,29,3.0,247.0,10000000.0,1998.0,3.0,7.7,0,0,0,1,9473382.0
594,153.0,141.0,488.0,509.0,10000.0,11458,1.0,1248.0,68000000.0,2001.0,834.0,6.9,0,0,0,1,100614858.0
1893,70.0,115.0,43.0,775.0,5000.0,9082,1.0,365.0,25000000.0,2000.0,848.0,6.1,0,0,0,1,55973336.0
40,469.0,125.0,364.0,1000.0,12000.0,25550,0.0,665.0,170000000.0,2010.0,10000.0,6.8,0,1,0,0,172051787.0
389,369.0,100.0,128.0,78.0,596.0,1261,3.0,695.0,120000000.0,2015.0,360.0,4.3,0,0,1,0,56114221.0
2556,78.0,91.0,29.0,459.0,861.0,2543,0.0,205.0,17700000.0,2001.0,593.0,5.9,0,0,1,0,27087695.0
1373,393.0,123.0,2000.0,471.0,26000.0,37206,0.0,475.0,38000000.0,2013.0,10000.0,8.1,0,0,0,1,26903709.0
1973,199.0,122.0,0.0,939.0,18000.0,21163,0.0,135.0,25000000.0,2010.0,1000.0,7.0,0,0,1,0,11538204.0
